text,label_sentiment
דיי כבר נמאס מהחמאס ומהמלחמות פשוט דיי ! כבר נמאס מהממשלה הזאת !! הילד בן ארבע וחצי ! הוא פאקינג בן ארבע וחצי ! הוא לא הספיק לחיות בכלל ואתם לא עושים כלום ! אני בתור ילדה ואני מבינה שקשה ואני מזדהה עם כל הארץ ! אבל תחשבו קצת ! אנחנו נותנים להם חשמל מים וגז ! תנסו לנתק להם את זה ונראה אם לא יוצאים תוך יומים להתחנן ברחובות של עזה למים חשמל וגז ! אז תעשו משהו כבר !,1,positive
אני מקוה שלא תהיה נשיא אחרי ששמעתי מפי איבט ליברמן שהתנגדתה לפגוע בתנאים של עזמי בשארה כי בניתה על הקול הערבי ! מספיק סבלנו מנשיא פרו פלסטינאצי בשביל שגם אתה תהיה כמוהו,0,negative
שבת שלום ושקט בכל הגזרות,0,negative
" נורא הלב נקרע , הגרון חנוק ורק הדמעות זולגות ",0,negative
הסתה ?! מדובר בהתבוללות מכוונת תקשורת !!! ההסתה הינה מהשמאל המעצים ומממן שנאת חינם !!! הבחורה כמו קודמותיה תסבול סבל מר ואין לה מה לבוא בקהל עם ישראל . מדובר בכופרת שכושפה לבטח על ידי נשים ערביות . צר לי עליה . היתה בת מלך - הפכה להיות - ערבייה !!!,1,positive
אין מילים הלב נצבט .,0,negative
" כל הכבוד כבוד הנשיא אבל עם כל הכבוד זה לא רק במגרשי הכדורגל שר החוץ אביגדור ליברמן קרא להחרים את ערביי ישראל שיצאו נגד המלחמה ח""כ איילת שקד העלילה שערביי יפו שרפו בית קברות יהודי . הגזענות וההסתה מתחילים מלמעלה . ",1,positive
לא אני חולה עליך !!!!!!!,0,negative
" אדוני הנשיא , תודה על ישרך הפנימי וגישתך ההומניסטית . ",0,negative
" עוד נשיא של ערבים . גועל נפש , מחבק מתבוללים שכמותך . בוש והכלם . בן יונה . ",1,positive
המון בהצלחה הנשיא רובי !!,0,negative
סוף סוף בנדם שפוי והגיוני במדינה הזאת לכל העם הגזעני קודם כל ערבי זה בנדם שמאמין באותו אלוהים שאתם מאמנים בוא תתבישו לכם וגזענים מגעלים במקום לאחל מזל טוב לזוג המאושר אתם מסתים ומרעלים תיום הכי שמח בחיים מחמוד ומורל מזל טוב מאחל לכם רק טוב והאהבה תנצח הלב בחור בנדם שאהב ולא מבדיל בן גזע דת או מין ואגב תפסיקו להיות גזענים עברתם שואה ואנטשמיות בכל העולם מגנים אותכם ושונאים אותכם אז תתעוררו בתור עם שעבר שואה מצפה ממכם לא להחזיר תכאב שסבלתם בוא ושינאת אדם זה דבר לא מקובל ...,0,negative
בהצלחה . העיקר שביבי באבל,0,negative
כבוד הנשיא הרבה הצלחה שמחתי מאד שזכית אני גר במושב נורדיה לי אישית היה מאד חשוב שהנשיא הבא יהיה כמובן של כולם אבל מהמשפחה הנכונה ציוני אתה מדינת ישראל ועכשיו גם הנשיא שלה,0,negative
כבוד הנשיא כידוע לך ההבדל הוא גדול בין דו קיום להתאסלמות ולהתחתן עם לא יהודי . לא מתאים לך לתמוך בזה רוב החתונות האילו בעבר הפכו את הבחורות היהודיות לנשים אומללות . עצוב לאתה מברך אותם,1,positive
אתה אכזבה גדולה רובי !! מה אתה מנסה ללקק להם עכשיו ? אתה יודע בעצמך שזה פוגע בעם היהודי !! היית מאשר לביתך נשואים כאלה ? כן או לא ? אם אתה אומר כן אתה צבוע ואם אתה אומר לא אתה משקר את העם בתגובה שלך לגבי החתונה הערב !,1,positive
כל תמונה מקבלת משמעות . תנוח על משכבך בשלום . תהא מנוחתך עדן,0,negative
המון בהצלחה !,0,negative
משש לא !,2,
" יושבת בלונדון וגאה בתהליך הדמוקרטי . זכינו בנשיא שהוא מלח הארץ וצאצא של משפחה שורשית שהכתה שורשיה בארץ שלנו מזה דורות . יישר כוח ועלה והצלח לתפארת מדינת ישראל ! חגית ענבר-ליטס , לונדון ",0,negative
כבוד הנשיא - זה היה מעשה נלסון מנדלה . כך הוא צמצם את הגזענות .,0,negative
הלב נקרע ונשבר,0,negative
" ילד מדהים ! בהצלחה רבה , ועשייה פורייה ! שתמיד תחייך , ותרווה נחת מהמשפחה , ומהעם הנבחר . ",0,negative
" אני חושב שצריך לדבר עכשיו אם הוא גאה או שלא ... אי אפשר להתנהג כאן ולא שחקן בעולם ... גזענות יש גם כלפי שחקנים שחורים , ישראלים ועוד .. לא חסר כינוי גנאי בעולם .. אני מעדיף להוציא ספורט מפוליטיקה ",1,positive
" בושה וחרפה לראובן ריבלין - מתוך רצון למצוא חן בעיני השמאל הקיצוני ,  "" ולהיכנס לנעליו הגדולות "" "" של קודמו פרס כפי שהוא עצמו התבטא , הוא מרחיק לכת הרבה יותר מפרס ומעודד התבוללות ... לא להאמין ... מסתבר שנתניהו צדק הוא הכיר את רובי יותר טוב ממה שאנחנו הכרנו - """,1,positive
עלה והצלח !! לפניך עבודה רבה לשמר את הטוב והעוצמה של ההדדיות שאנו חווים בימים משמעותיים אלו .,0,negative
כבוד הנשיא תוציא את אותה הודעת גינוי בדיוק כלפי הקריאות של אוהדי הפועל תל אביב לשואה לאוהדי מכבי ולמוות ליהודים . בושה הצביעות בושה !!!! אוהדי הפועל הם אנטישמים בארץ היהודים ואף אחד לא מטפל בזה,1,positive
גם אותי אכזבת וגם בלי אדוני,1,positive
" רובי , אולי תגיע למשחקים לפחות משחקי פתיחה , תקרא את תפילתך בקול שכל הקהל ישמע ויחזור אחריך . תסחף את הקהל . תעודד אותם היה להם מורה דרך . ",0,negative
" שבת שלום לנשיא מדינת ישראל החדש ולכל משפחתו . כולנו מחכים לרגע ששמעון פרס ילך הביתה , ואתה תחליף אותו , ושלום על ישראל . ",0,negative
כבוד נשיא המדינה בהצלחה גדולה בתפקידך שהולם אותך מאוד 👍 ניצחת ביושר ובהגינות ! שהקדוש ברוך יישמרך וישמור את עמו ישראל בשלום אמן ! ושתוכל להצעיד את ישראל להכרה בנו בכל העולם אמן 🙏🙏🙏🙏🙏🙏,0,negative
דמוקרטיה של שמאלנים = דמגוגיה ! דמוקרטיה זה החלפת דת ? קבלו עו כיבשה שחורה,1,positive
" חנפנים רמאים אתם כופרים בתורה ??! אז על סמך מה אתם יושבים בארץ יא גזלנים , משתמשים בזכות התורה ויורקים על חוקיה ? כובשים ! גנבים ! אין לכם זכות לשבת באתר הזאת בולשביקים !! ",1,positive
ברכות . ויופי יופי - נחמה,0,negative
" יש צדק , רצון העם ניצח , אוהבים אותך רובי . ",0,negative
" למר ריבלין , ההתבוללות היא סכנה קיומית לעם ישראל ועל אחת כמה וכמה ההתבוללות עם הערבים . נאחל לכל בית ישראל שלא ניפול קורבן לפרעות של ערבים ולא ל ... שלטון של ערבים . ",1,positive
בהצלחה איש יקר יישר כח : ) : ) : ),0,negative
המון הצלחה : ),0,negative
" מאיפה , מתי ונגד מי , החלה הגזענות וההסתה בישראל .... זה מה שמצאתי ................................. אודות העם היהודי :  "" מדובר בשבט שהתערבבו בו גנים של עמי הסביבה , בגלל אונס של קוזאקים או התערבבות מרצון . ובכל זאת שמרו על כמה מנהגים , כמה מהם די ברבריים , כמו ברית המילה "" "" ( חתן פרס ישראל , יגאל תומרקין בראיון לעיתון "" "" תל אביב "" "" , 13 פברואר 2004 ) . "" "" אם נהרג למתנחלים ילד או שניים , הם אומרים : ' נעשה ארבעה במקומם והכל יהיה בסדר' "" "" ( תומרקין . שם ) . על הדתיים : "" "" מבחינתי הם לא יהודים , הם עובדי אלילים "" "" ( תומרקין . שם ) . "" "" הציירים , המשוררים , כל האמנים יפי הנפש אינם מחנכים . המחנכים האמיתיים הם כהנא , רפול וגנדי . תרומתי האמיתית תהיה אם אקח תת-מקלע במקום עט ועיפרון ואהרוג אותם "" "" ( יגאל תומרקין , "" "" חדשות "" "" , 28.9.88 ) . "" "" מתנחל עטוי עוזי ודובון כחול , רסיסי רוק ושיירי מזון משובצים בזקנו הפראי . ולצידו , בטרנספורטר המשפחתי , אשתו המתנחלת בעיצומה של אביונה לאומית . תינוקות נושרים ללא הרף מבין חלציה בעודה נואמת בלהט על זכות אבות . אדיוט צעקני ועילג ... אם אתה מטומטם אתה ימני , ואתה ימני אם אתה מטומטם . אם אתה פשטני , מתלהם , נבער ואכזרי - אתה ימני ... "" "" ( דן תדמור , עיתון ירושלים , 28.5.93 ) . "" "" אי אפשר לעצור את הפאשיזם בנימוקים רציונליים . את זה עוצרים רק בכוח , וכאשר קיימת נכונות להסתכן במלחמת אזרחים . בשעת ההכרעה נצטרך להתמודד בכוח עם המתנחלים בעפרה או באלון מורה . רק מי שיהיה מוכן לעלות על עפרה עם טנקים , יוכל לבלום את הסחף הפשיסטי המאיים להטביע את הדמוקרטיה הישראלית "" "" ( זאב שטרנהל , דבר , 15.4.88 ) . http://hayamin.org/forum/index.php?topic=21248.0""",1,positive
